C.D.S.  -  SIMBAD4 rel 1.8  -  2024.10.10CEST17:08:04

m13
---

Number of objects : 1909

 #  ;dist(asec);typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag I  ;  spec. type   ;#bib;#not
----;----------;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;---------;---------------;----;----
1514;    333.58;m13        ;[LBS2008] 250.5384674+36.465302    ;*  ;16 42 09.2632478448 +36 27 54.261894456;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1515;    334.55;m13        ;NGC 6205 27                        ;*  ;16 41 17.6352310416 +36 24 53.266963212;     ~   ;15.37    ;15.41    ;     ~   ;     ~   ;~              ;   6;   0
1516;    334.67;m13        ;NGC 6205 1109                      ;RR*;16 42 07.6615485432 +36 29 36.734743068;     ~   ;15.11    ;14.95    ;     ~   ;     ~   ;B/A            ;   9;   0
1517;    334.93;m13        ;NGC 6205 18                        ;RG*;16 41 15.2185516776 +36 29 24.028790424;     ~   ;14.71    ;13.78    ;     ~   ;     ~   ;~              ;  21;   0
1518;    335.42;m13        ;NGC 6205 44                        ;*  ;16 41 19.6255381320 +36 31 05.851380828;     ~   ;15.10    ;14.98    ;     ~   ;     ~   ;~              ;   5;   0
1519;    335.95;m13        ;[BCS2004] M 13 41255+2307          ;*  ;16 41 25.50 +36 23 07.0                ;     ~   ;     ~   ;20.46    ;     ~   ;     ~   ;~              ;   1;   0
1520;    336.21;m13        ;NGC 6205 1110                      ;*  ;16 42 08.0566338624 +36 29 27.836085048;     ~   ;15.79    ;15.38    ;     ~   ;     ~   ;~              ;   2;   0
1521;    337.26;m13        ;[BCS2004] M 13 41157+2535          ;*  ;16 41 15.70 +36 25 35.0                ;     ~   ;     ~   ;19.07    ;     ~   ;     ~   ;~              ;   1;   0
1522;    337.28;m13        ;[BCS2004] M 13 41264+2258          ;*  ;16 41 26.40 +36 22 58.0                ;     ~   ;     ~   ;20.05    ;     ~   ;     ~   ;~              ;   1;   0
1523;    337.47;m13        ;[BCS2004] M 13 41210+2353          ;*  ;16 41 21.00 +36 23 53.0                ;     ~   ;     ~   ;20.23    ;     ~   ;     ~   ;~              ;   1;   0
1524;    337.51;m13        ;[KGS2008] J164116.1+362523         ;RG*;16 41 16.1 +36 25 23                   ;     ~   ;17.39    ;16.79    ;     ~   ;15.98    ;~              ;   1;   0
1525;    337.86;m13        ;NGC 6205 822                       ;*  ;16 41 46.3270975176 +36 33 13.842684828;     ~   ;     ~   ;15.30    ;     ~   ;     ~   ;~              ;   4;   0
1526;    338.83;m13        ;2MASS J16420085+3623338            ;AB*;16 42 00.8451358560 +36 23 33.678694248;     ~   ;13.89    ;12.88    ;     ~   ;     ~   ;~              ;  28;   0
1527;    339.06;m13        ;NGC 6205 40                        ;HS?;16 41 19.1206986624 +36 31 03.851237352;     ~   ;15.76    ;15.86    ;     ~   ;     ~   ;~              ;   3;   0
1528;    339.29;m13        ;[WOR95] M13 12                     ;UV ;16 41 14.990 +36 25 52.31              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1529;    339.62;m13        ;[CM2005] M13 C41135-2753           ;*  ;16 41 13.5 +36 27 53                   ;     ~   ;     ~   ;17.92    ;     ~   ;     ~   ;~              ;   2;   0
1530;    339.77;m13        ;NGC 6205 48                        ;HS?;16 41 21.0509249112 +36 23 48.951241548;     ~   ;17.14    ;17.54    ;     ~   ;     ~   ;~              ;   5;   0
1531;    339.88;m13        ;[BCS2004] M 13 41135+2723          ;*  ;16 41 13.50 +36 27 23.0                ;     ~   ;     ~   ;20.06    ;     ~   ;     ~   ;~              ;   1;   0
1532;    339.99;m13        ;[BCS2004] M 13 41265+2254          ;*  ;16 41 26.50 +36 22 54.0                ;     ~   ;     ~   ;19.55    ;     ~   ;     ~   ;~              ;   1;   0
1533;    340.75;m13        ;Gaia DR3 1328056222101300096       ;*  ;16 41 35.3500780848 +36 22 08.549003244;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1534;    342.31;m13        ;SDSS J164113.30+362750.0           ;*  ;16 41 13.2715004568 +36 27 50.968758816;     ~   ;     ~   ;17.62    ;     ~   ;     ~   ;~              ;   5;   0
1535;    343.54;m13        ;NGC 6205 1093                      ;*  ;16 42 03.0400216464 +36 23 54.300571116;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1536;    344.22;m13        ;[CM2005] M13 C41265-2249           ;*  ;16 41 26.5 +36 22 49                   ;     ~   ;     ~   ;15.9     ;     ~   ;     ~   ;~              ;   1;   0
1537;    344.34;m13        ;NGC 6205 86                        ;*  ;16 41 26.35 +36 22 50.0                ;     ~   ;14.85    ;14.97    ;     ~   ;     ~   ;~              ;   2;   0
1538;    344.94;m13        ;NGC 6205 701                       ;HS?;16 41 43.6395580824 +36 33 24.841687716;     ~   ;15.5     ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1539;    345.01;m13        ;Gaia DR3 1328105390891312896       ;EB*;16 41 16.7651042880 +36 30 31.281329669;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1540;    345.04;m13        ;Cl* NGC 6205 PA 13                 ;*  ;16 41 28.4898531048 +36 32 47.238139896;     ~   ;17.22    ;16.54    ;     ~   ;     ~   ;~              ;   1;   0
1541;    345.97;m13        ;2XMM J164114.5+362547              ;AG?;16 41 14.55 +36 25 47.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1542;    346.48;m13        ;NGC 6205 1085                      ;*  ;16 42 02.3880046800 +36 23 41.364300048;     ~   ;15.91    ;15.15    ;     ~   ;     ~   ;~              ;   3;   0
1543;    347.29;m13        ;Gaia DR3 1328053645120006912       ;*  ;16 41 50.4779906688 +36 22 10.274122848;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1544;    347.33;m13        ;NGC 6205 159                       ;*  ;16 41 30.9665376576 +36 22 18.171619608;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1545;    347.53;m13        ;[WOR95] M13 50                     ;HS?;16 41 44.3936101440 +36 21 54.822699504;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1546;    347.57;m13        ;NGC 6205 23                        ;HS?;16 41 16.4832296472 +36 24 51.372573012;     ~   ;15.50    ;15.47    ;     ~   ;     ~   ;~              ;   9;   0
1547;    347.57;m13        ;Gaia DR3 1328056428260039808       ;*  ;16 41 32.5948401984 +36 22 10.748929728;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1548;    348.18;m13        ;NGC 6205 1108                      ;*  ;16 42 07.5717362544 +36 25 08.217310620;     ~   ;17.43    ;16.79    ;     ~   ;     ~   ;~              ;   2;   0
1549;    349.76;m13        ;[BCS2004] M 13 41131+2639          ;*  ;16 41 13.10 +36 26 39.0                ;     ~   ;     ~   ;20.26    ;     ~   ;     ~   ;~              ;   1;   0
1550;    349.86;m13        ;Cl* NGC 6205 PA 18                 ;*  ;16 41 36.7411215720 +36 33 25.598286108;     ~   ;17.27    ;16.59    ;     ~   ;     ~   ;~              ;   1;   0
1551;    349.94;m13        ;NGC 6205 1087                      ;*  ;16 42 02.0163620736 +36 31 49.852338672;     ~   ;13.37    ;12.81    ;     ~   ;     ~   ;~              ;   8;   0
1552;    350.60;m13        ;[BCS2004] M 13 41130+2641          ;*  ;16 41 13.00 +36 26 41.0                ;     ~   ;     ~   ;20.25    ;     ~   ;     ~   ;~              ;   1;   0
1553;    350.79;m13        ;Gaia DR3 1328060070402194560       ;*  ;16 41 56.3703903888 +36 32 43.212368040;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1554;    351.01;m13        ;[BCS2004] M 13 41278+2232          ;*  ;16 41 27.80 +36 22 32.0                ;     ~   ;     ~   ;20.32    ;     ~   ;     ~   ;~              ;   1;   0
1555;    351.20;m13        ;[BCS2004] M 13 41296+2221          ;*  ;16 41 29.60 +36 22 21.0                ;     ~   ;     ~   ;20.05    ;     ~   ;     ~   ;~              ;   1;   0
1556;    351.93;m13        ;Gaia DR2 1328056393900481536       ;HS?;16 41 31.0454487912 +36 22 12.850942080;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1557;    352.22;m13        ;NGC 6205 1068                      ;*  ;16 41 59.3279999016 +36 32 20.995850652;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1558;    352.67;m13        ;Gaia DR3 1328053679479628544       ;*  ;16 41 56.7528724584 +36 22 38.970794748;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1559;    354.57;m13        ;NGC 6205 972                       ;*  ;16 41 50.6318656176 +36 33 18.318396276;     ~   ;15.07    ;14.91    ;     ~   ;     ~   ;~              ;   5;   0
1560;    354.71;m13        ;2MASS J16420179+3623227            ;RG*;16 42 01.7831053656 +36 23 22.534747980;     ~   ;15.60    ;14.76    ;     ~   ;     ~   ;~              ;  10;   0
1561;    354.98;m13        ;FIRST J164210.4+362627             ;Rad;16 42 10.42 +36 26 27.4                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1562;    355.03;m13        ;NVSS J164209+362630                ;Rad;16 42 10.40 +36 26 26.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1563;    356.10;m13        ;[BCS2004] M 13 41301+2213          ;*  ;16 41 30.10 +36 22 13.0                ;     ~   ;     ~   ;20.32    ;     ~   ;     ~   ;~              ;   1;   0
1564;    356.55;m13        ;[BCS2004] M 13 41302+2212          ;*  ;16 41 30.20 +36 22 12.0                ;     ~   ;     ~   ;18.90    ;     ~   ;     ~   ;~              ;   1;   0
1565;    356.71;m13        ;[BCS2004] M 13 41122+2707          ;*  ;16 41 12.20 +36 27 07.0                ;     ~   ;     ~   ;20.03    ;     ~   ;     ~   ;~              ;   1;   0
1566;    356.86;m13        ;[BCS2004] M 13 41173+2418          ;*  ;16 41 17.30 +36 24 18.0                ;     ~   ;     ~   ;19.97    ;     ~   ;     ~   ;~              ;   1;   0
1567;    357.23;m13        ;FIRST J164154.0+362216             ;Rad;16 41 54.09 +36 22 16.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1568;    357.24;m13        ;NGC 6205 1066                      ;HS?;16 41 59.0721143712 +36 32 29.563368648;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1569;    358.44;m13        ;Cl* NGC 6205 PA 1                  ;*  ;16 41 25.9642164384 +36 32 45.351518784;     ~   ;17.18    ;16.50    ;     ~   ;     ~   ;~              ;   1;   0
1570;    359.16;m13        ;Cl* NGC 6205 PA 35                 ;*  ;16 42 02.7032550144 +36 23 27.116191032;     ~   ;17.41    ;16.80    ;     ~   ;     ~   ;~              ;   1;   0
1571;    359.73;m13        ;Gaia DR3 1328053640826139136       ;*  ;16 41 51.5989367400 +36 22 01.728633432;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1572;    360.30;m13        ;Cl* NGC 6205 AJ 57                 ;*  ;16 41 14.5440192384 +36 30 12.647363112;     ~   ;17.24    ;16.56    ;     ~   ;     ~   ;~              ;   1;   0
1573;    360.47;m13        ;[BCS2004] M 13 41228+2301          ;*  ;16 41 22.80 +36 23 01.0                ;     ~   ;     ~   ;19.05    ;     ~   ;     ~   ;~              ;   1;   0
1574;    361.45;m13        ;Gaia DR3 1328081029836131072       ;*  ;16 41 13.6628610576 +36 25 31.426191588;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1575;    361.69;m13        ;[BCS2004] M 13 41340+2151          ;*  ;16 41 34.00 +36 21 51.0                ;     ~   ;     ~   ;20.24    ;     ~   ;     ~   ;~              ;   1;   0
1576;    362.34;m13        ;2MASS J16420989+3629439            ;RG*;16 42 09.8887317528 +36 29 43.864551888;     ~   ;15.68    ;14.83    ;     ~   ;     ~   ;~              ;   5;   0
1577;    363.05;m13        ;Gaia DR3 1328060242200914432       ;*  ;16 41 51.9826978128 +36 33 21.691976040;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1578;    363.41;m13        ;Gaia DR3 1328105420950722560       ;*  ;16 41 20.4444649296 +36 31 59.175211044;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1579;    363.61;m13        ;Cl* NGC 6205 AJ 35                 ;*  ;16 41 11.8243256784 +36 26 47.293414224;     ~   ;16.93    ;16.24    ;     ~   ;     ~   ;~              ;   2;   0
1580;    364.31;m13        ;2MASS J16411170+3628287            ;RG*;16 41 11.6971699152 +36 28 28.815786696;     ~   ;17.10    ;16.47    ;     ~   ;15.64    ;~              ;   2;   0
1581;    365.09;m13        ;NGC 6205 604                       ;*  ;16 41 41.7794746176 +36 33 45.838714968;     ~   ;15.89    ;15.16    ;     ~   ;     ~   ;~              ;   3;   0
1582;    365.17;m13        ;NGC 6205 39                        ;*  ;16 41 19.4809864008 +36 23 32.022988548;     ~   ;16.03    ;15.40    ;     ~   ;     ~   ;~              ;   3;   0
1583;    365.42;m13        ;[BCS2004] M 13 41132+2535          ;*  ;16 41 13.20 +36 25 35.0                ;     ~   ;     ~   ;18.20    ;     ~   ;     ~   ;~              ;   1;   0
1584;    365.43;m13        ;NGC 6205 10                        ;*  ;16 41 12.1798382040 +36 29 06.293217624;     ~   ;15.33    ;15.31    ;15.44    ;     ~   ;~              ;  11;   0
1585;    365.49;m13        ;[BCS2004] M 13 41120+2625          ;*  ;16 41 12.00 +36 26 25.0                ;     ~   ;     ~   ;20.05    ;     ~   ;     ~   ;~              ;   1;   0
1586;    366.00;m13        ;[BCS2004] M 13 41130+2540          ;*  ;16 41 13.00 +36 25 40.0                ;     ~   ;     ~   ;20.24    ;     ~   ;     ~   ;~              ;   1;   0
1587;    366.60;m13        ;[BCS2004] M 13 41202+2321          ;*  ;16 41 20.20 +36 23 21.0                ;     ~   ;     ~   ;20.23    ;     ~   ;     ~   ;~              ;   1;   0
1588;    367.17;m13        ;2MASS J16420498+3631365            ;RG*;16 42 04.9782841632 +36 31 36.486418332;     ~   ;16.24    ;15.45    ;     ~   ;     ~   ;~              ;   9;   0
1589;    367.58;m13        ;[BCS2004] M 13 41255+2229          ;*  ;16 41 25.50 +36 22 29.0                ;     ~   ;     ~   ;20.32    ;     ~   ;     ~   ;~              ;   1;   0
1590;    367.61;m13        ;Gaia DR3 1328032994924665472       ;*  ;16 41 25.3288020024 +36 22 30.258530220;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1591;    368.96;m13        ;Gaia DR3 1328059245759418112       ;*  ;16 42 04.1910438744 +36 31 50.036629224;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1592;    369.28;m13        ;Gaia DR2 1328055947232622080       ;HS?;16 42 11.4773387808 +36 29 03.140958192;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1593;    370.23;m13        ;2MASS J16411389+3625026            ;RG*;16 41 13.8883354704 +36 25 02.725466520;     ~   ;15.69    ;14.93    ;     ~   ;14.01    ;~              ;   9;   0
1594;    370.23;m13        ;SDSS J164113.93+362502.6           ;*  ;16 41 13.8883354704 +36 25 02.725466520;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1595;    370.50;m13        ;Cl* NGC 6205 SAV B267              ;*  ;16 41 18.5492458704 +36 23 36.520254024;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1596;    372.32;m13        ;[BCS2004] M 13 41270+2213          ;*  ;16 41 27.00 +36 22 13.0                ;     ~   ;     ~   ;20.35    ;     ~   ;     ~   ;~              ;   1;   0
1597;    373.29;m13        ;NGC 6205 116                       ;HS?;16 41 28.1042741424 +36 33 16.507693584;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1598;    374.28;m13        ;NGC 6205 19                        ;RG*;16 41 15.5059685592 +36 31 02.751618900;     ~   ;16.03    ;15.34    ;     ~   ;     ~   ;~              ;  12;   0
1599;    375.45;m13        ;[BCS2004] M 13 41243+2229          ;*  ;16 41 24.30 +36 22 29.0                ;     ~   ;     ~   ;20.27    ;     ~   ;     ~   ;~              ;   1;   0
1600;    376.72;m13        ;[WOR95] M13 10                     ;UV ;16 41 19.078 +36 32 01.41              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1601;    376.85;m13        ;Gaia DR3 1328105528330314624       ;*  ;16 41 20.6910233376 +36 32 20.469649740;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1602;    376.94;m13        ;2MASS J16420936+3624470            ;RG*;16 42 09.3501098040 +36 24 46.934805600;     ~   ;15.80    ;15.02    ;     ~   ;     ~   ;~              ;  10;   0
1603;    377.12;m13        ;[BCS2004] M 13 41243+2227          ;*  ;16 41 24.30 +36 22 27.0                ;     ~   ;     ~   ;20.01    ;     ~   ;     ~   ;~              ;   1;   0
1604;    377.66;m13        ;[BCS2004] M 13 41107+2643          ;*  ;16 41 10.70 +36 26 43.0                ;     ~   ;     ~   ;20.00    ;     ~   ;     ~   ;~              ;   1;   0
1605;    378.09;m13        ;[BCS2004] M 13 41315+2143          ;*  ;16 41 31.50 +36 21 43.0                ;     ~   ;     ~   ;20.33    ;     ~   ;     ~   ;~              ;   1;   0
1606;    378.92;m13        ;NGC 6205 57                        ;HS?;16 41 22.1233895904 +36 22 43.900579020;     ~   ;16.29    ;16.48    ;     ~   ;     ~   ;~              ;   8;   0
1607;    379.69;m13        ;2MASS J16411359+3630333            ;RG*;16 41 13.5913835664 +36 30 33.338637864;     ~   ;15.67    ;14.82    ;     ~   ;     ~   ;~              ;   8;   0
1608;    379.79;m13        ;[C99] M13ms J1641110+362905        ;*  ;16 41 10.9409476896 +36 29 05.474759604;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1609;    380.83;m13        ;2MASS J16420863+3630584            ;RG*;16 42 08.6255070864 +36 30 58.428782568;     ~   ;16.45    ;15.68    ;     ~   ;     ~   ;~              ;   5;   0
1610;    381.15;m13        ;2MASS J16413062+3633380            ;RG*;16 41 30.6163724568 +36 33 38.002677516;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   4;   0
1611;    381.61;m13        ;[CM2005] M13 C41148-3103           ;*  ;16 41 14.8 +36 31 03                   ;     ~   ;     ~   ;16.33    ;     ~   ;     ~   ;~              ;   2;   0
1612;    382.10;m13        ;Cl* NGC 6205 AJ 18                 ;*  ;16 41 14.7 +36 31 02                   ;     ~   ;17.03    ;16.38    ;     ~   ;     ~   ;~              ;   2;   0
1613;    382.78;m13        ;Cl* NGC 6205 AJ 62a                ;*  ;16 41 20.7169947984 +36 22 53.032897884;     ~   ;17.24    ;16.28    ;     ~   ;     ~   ;~              ;   4;   0
1614;    382.84;m13        ;[KGS2008] J164109.9+362742         ;RG*;16 41 09.9 +36 27 42                   ;     ~   ;17.31    ;16.73    ;     ~   ;15.91    ;~              ;   1;   0
1615;    382.84;m13        ;[KGS2008] J164110.1+362824         ;RG*;16 41 10.1 +36 28 24                   ;     ~   ;17.03    ;16.41    ;     ~   ;15.56    ;~              ;   1;   0
1616;    383.77;m13        ;Gaia DR3 1328034094433278848       ;*  ;16 41 13.5616131768 +36 24 40.443238692;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1617;    383.78;m13        ;2MASS J16415543+3633266            ;AB*;16 41 55.4264362824 +36 33 26.636168952;     ~   ;14.33    ;13.49    ;     ~   ;     ~   ;~              ;  26;   0
1618;    384.64;m13        ;2MASS J16412857+3621497            ;RG*;16 41 28.5756887304 +36 21 49.899252456;     ~   ;15.84    ;15.02    ;     ~   ;     ~   ;~              ;  18;   0
1619;    385.58;m13        ;NGC 6205 1089                      ;*  ;16 42 02.5523514360 +36 22 49.342205460;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1620;    385.74;m13        ;NGC 6205 1091                      ;RG*;16 42 02.5507106520 +36 32 32.618933412;     ~   ;15.63    ;14.79    ;     ~   ;     ~   ;~              ;  18;   0
1621;    386.08;m13        ;Gaia DR3 1328053473330272640       ;*  ;16 41 56.5144036344 +36 21 59.000079060;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1622;    387.01;m13        ;[BCS2004] M 13 41170+2333          ;*  ;16 41 17.00 +36 23 33.0                ;     ~   ;     ~   ;19.07    ;     ~   ;     ~   ;~              ;   1;   0
1623;    387.73;m13        ;NGC 6205 33                        ;*  ;16 41 19.1105761656 +36 23 04.288904520;     ~   ;15.48    ;15.46    ;     ~   ;     ~   ;~              ;   7;   0
1624;    388.79;m13        ;2MASS J16421277+3629211            ;RG*;16 42 12.7745570592 +36 29 21.115726656;     ~   ;15.67    ;14.83    ;     ~   ;     ~   ;~              ;   6;   0
1625;    389.01;m13        ;Gaia DR3 1328060100462026496       ;*  ;16 42 01.5110178552 +36 32 47.165531604;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1626;    389.34;m13        ;Cl* NGC 6205 KAD 652               ;RG*;16 42 13.5783816864 +36 28 36.474923388;     ~   ;15.88    ;15.08    ;     ~   ;     ~   ;~              ;  20;   0
1627;    389.52;m13        ;Gaia DR3 1328053645128973952       ;*  ;16 41 52.8570685872 +36 21 35.547232068;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1628;    389.64;m13        ;ZTF J164142.15+363410.3            ;dS*;16 41 42.1637439315 +36 34 10.342528199;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1629;    389.69;m13        ;NGC 6205 4                         ;RG*;16 41 09.6674484384 +36 26 44.966021892;     ~   ;15.52    ;14.73    ;     ~   ;13.79    ;~              ;  22;   0
1630;    389.97;m13        ;[CM2005] M13 C41135-3053           ;*  ;16 41 13.5 +36 30 53                   ;     ~   ;     ~   ;17.66    ;     ~   ;     ~   ;~              ;   2;   0
1631;    390.00;m13        ;Gaia DR3 1328105730188307456       ;*  ;16 41 12.1146702768 +36 30 19.969091712;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1632;    390.72;m13        ;NGC 6205 5                         ;*  ;16 41 09.60 +36 28 38.6                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1633;    390.84;m13        ;NGC 6205 557                       ;RG*;16 41 40.8015636552 +36 34 11.459110044;     ~   ;15.06    ;14.13    ;     ~   ;     ~   ;~              ;  23;   0
1634;    391.65;m13        ;NGC 6205 64                        ;*  ;16 41 23.0504744400 +36 22 19.701798276;     ~   ;17.27    ;16.60    ;     ~   ;     ~   ;~              ;   2;   0
1635;    391.75;m13        ;Cl* NGC 6205 AJ 68                 ;*  ;16 41 25.4850079416 +36 22 00.941491596;     ~   ;16.57    ;15.84    ;     ~   ;     ~   ;~              ;   2;   0
1636;    392.36;m13        ;NGC 6205 16                        ;RG*;16 41 15.1067397216 +36 23 53.929527180;     ~   ;15.48    ;14.60    ;     ~   ;     ~   ;~              ;  22;   0
1637;    392.50;m13        ;[CM2005] M13 C41134-3056           ;*  ;16 41 13.4 +36 30 56                   ;     ~   ;     ~   ;17.21    ;     ~   ;     ~   ;~              ;   2;   0
1638;    394.89;m13        ;Cl* NGC 6205 AJ 73                 ;*  ;16 41 30.1406937792 +36 21 31.031952228;     ~   ;16.55    ;15.98    ;     ~   ;     ~   ;~              ;   3;   0
1639;    395.53;m13        ;FIRST J164138.2+363414             ;Rad;16 41 38.27 +36 34 14.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1640;    395.97;m13        ;NGC 6205 1106                      ;*  ;16 42 07.2292532112 +36 23 33.038549664;     ~   ;15.55    ;15.58    ;     ~   ;     ~   ;~              ;   7;   0
1641;    397.08;m13        ;Cl* NGC 6205 BAUM 25               ;*  ;16 41 23.3945824272 +36 33 11.369755548;     ~   ;18.21    ;17.86    ;     ~   ;     ~   ;~              ;   2;   0
1642;    397.35;m13        ;GSC 02588-01699                    ;UV ;16 42 08.826 +36 31 25.17              ;     ~   ;15.51    ;15.64    ;     ~   ;     ~   ;~              ;   3;   0
1643;    397.82;m13        ;Gaia DR3 1328059073959694592       ;*  ;16 42 09.7373787600 +36 31 09.071017572;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1644;    398.13;m13        ;Cl* NGC 6205 KAD 655               ;HB*;16 42 14.6337926736 +36 27 45.811632744;     ~   ;15.20    ;15.14    ;     ~   ;     ~   ;~              ;  10;   0
1645;    399.02;m13        ;2MASS J16413701+3621058            ;RG*;16 41 37.0030086000 +36 21 05.670409572;     ~   ;16.18    ;15.43    ;     ~   ;     ~   ;~              ;  12;   0
1646;    399.93;m13        ;NGC 6205 1113                      ;*  ;16 42 09.15 +36 31 24.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1647;    400.32;m13        ;2MASS J16421093+3624332            ;RG*;16 42 10.9371037680 +36 24 33.127093836;     ~   ;15.76    ;14.84    ;     ~   ;     ~   ;~              ;  10;   0
1648;    400.45;m13        ;FIRST J164129.4+363353             ;Rad;16 41 29.41 +36 33 53.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1649;    400.87;m13        ;Cl* NGC 6205 KAD 656               ;RG*;16 42 14.8163303232 +36 27 19.888681896;     ~   ;14.16    ;13.04    ;     ~   ;     ~   ;~              ;  27;   0
1650;    401.81;m13        ;NVSS J164203+362348                ;Rad;16 42 07.16 +36 23 22.8                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1651;    402.15;m13        ;Cl* NGC 6205 KAD 590               ;*  ;16 41 57.7545988632 +36 21 48.821742144;     ~   ;     ~   ;15.42    ;     ~   ;     ~   ;~              ;   5;   0
1652;    402.45;m13        ;Gaia DR3 1328033716478592000       ;*  ;16 41 20.7919961952 +36 22 26.629504248;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1653;    402.65;m13        ;NGC 6205 3                         ;*  ;16 41 09.3188737320 +36 26 00.295887156;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1654;    404.00;m13        ;Cl* NGC 6205 KAD 657               ;*  ;16 42 15.0962949360 +36 27 57.012360048;     ~   ;14.65    ;13.96    ;     ~   ;     ~   ;~              ;   3;   0
1655;    405.40;m13        ;Gaia DR3 1328059280118475648       ;*  ;16 42 08.6677245264 +36 31 41.740871484;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1656;    405.81;m13        ;[BCS2004] M 13 41276+2132          ;*  ;16 41 27.60 +36 21 32.0                ;     ~   ;     ~   ;20.21    ;     ~   ;     ~   ;~              ;   1;   0
1657;    405.91;m13        ;[BCS2004] M 13 41274+2133          ;*  ;16 41 27.40 +36 21 33.0                ;     ~   ;     ~   ;19.41    ;     ~   ;     ~   ;~              ;   1;   0
1658;    406.56;m13        ;Gaia DR3 1328034060073415040       ;*  ;16 41 12.9381429816 +36 24 07.782156324;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1659;    407.49;m13        ;Gaia DR2 1328055187014506880       ;HS?;16 42 13.7302806480 +36 25 34.048374348;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
